date,shipping_id,status,ship_service_level,estimated_delivery_date,fulfilled_by,update_date
2019-12-03,59400,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59401,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59402,Cancelled,Standard,,Shiprocket Fulfillment,
2019-12-03,59403,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59404,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59405,Cancelled,Standard,,Easy Ship,
2019-12-03,59406,Delivered to buyer,Standard,2019-12-11,Easy Ship,
2019-12-03,59407,Cancelled,Standard,,Easy Ship,
2019-12-03,59408,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59409,Delivered to buyer,Standard,2019-12-09,,
2019-12-03,59410,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59411,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59412,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59413,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59414,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59415,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59416,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59417,Delivered to buyer,Standard,2019-12-08,,
2019-12-03,59418,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59419,Delivered to buyer,Standard,2019-12-09,Quickshift Fulfillment,
2019-12-03,59420,Delivered to buyer,Standard,2019-12-11,,
2019-12-03,59421,At logistics facility,Standard,2019-12-10,DHL,
2019-12-03,59422,Cancelled,Standard,,,
2019-12-03,59423,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59424,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59425,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59426,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59427,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59428,Delivered to buyer,Standard,2019-12-08,,
2019-12-03,59429,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59430,Cancelled,Expedited,,,
2019-12-03,59431,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59432,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59433,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59434,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59435,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59436,Delivered to buyer,Standard,2019-12-11,DHL,
2019-12-03,59437,Delivered to buyer,Standard,2019-12-10,Prozo,
2019-12-03,59438,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59439,Delivered to buyer,Standard,2019-12-09,,
2019-12-03,59440,Cancelled,Standard,,Prozo,
2019-12-03,59441,Delivered to buyer,Standard,2019-12-08,Prozo,
2019-12-03,59442,Delivered to buyer,Standard,2019-12-11,Quickshift Fulfillment,
2019-12-03,59443,Delivered to buyer,Standard,2019-12-10,Prozo,
2019-12-03,59444,Delivered to buyer,Standard,2019-12-10,Shiprocket Fulfillment,
2019-12-03,59445,Delivered to buyer,Standard,2019-12-10,Easy Ship,
2019-12-03,59446,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59447,Delivered to buyer,Standard,2019-12-08,Quickshift Fulfillment,
2019-12-03,59448,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59449,Delivered to buyer,Standard,2019-12-10,,
2019-12-03,59450,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59451,Delivered to buyer,Standard,2019-12-09,,
2019-12-03,59452,Delivered to buyer,Standard,2019-12-11,Easy Ship,
2019-12-03,59453,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59454,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59455,Delivered to buyer,Standard,2019-12-11,,
2019-12-03,59456,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59457,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59458,Delivered to buyer,Standard,2019-12-10,,
2019-12-03,59459,Delivered to buyer,Standard,2019-12-09,Shiprocket Fulfillment,
2019-12-03,59460,Delivered to buyer,Standard,2019-12-08,,
2019-12-03,59461,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59462,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59463,Delivered to buyer,Standard,2019-12-10,Prozo,
2019-12-03,59464,Cancelled,Expedited,,,
2019-12-03,59465,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59466,Delivered to buyer,Standard,2019-12-10,,
2019-12-03,59467,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59468,Cancelled,Expedited,,,
2019-12-03,59469,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59470,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59471,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59472,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-03,59473,Delivered to buyer,Standard,2019-12-11,Prozo,
2019-12-03,59474,Cancelled,Expedited,,,
2019-12-03,59475,Delivered to buyer,Standard,2019-12-09,,
2019-12-03,59476,Delivered to buyer,Standard,2019-12-08,Shiprocket Fulfillment,
2019-12-03,59477,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59478,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59479,Cancelled,Standard,,Shiprocket Fulfillment,
2019-12-03,59480,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59481,Delivered to buyer,Standard,2019-12-11,,
2019-12-03,59482,Delivered to buyer,Standard,2019-12-11,DHL,
2019-12-03,59483,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59484,Delivered to buyer,Standard,2019-12-11,,
2019-12-03,59485,Cancelled,Standard,,Easy Ship,
2019-12-03,59486,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59487,Delivered to buyer,Expedited,2019-12-06,,
2019-12-03,59488,Delivered to buyer,Standard,2019-12-10,,
2019-12-03,59489,Delivered to buyer,Standard,2019-12-08,,
2019-12-03,59490,Delivered to buyer,Standard,2019-12-09,,
2019-12-03,59491,Cancelled,Standard,,Prozo,
2019-12-03,59492,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59493,Delivered to buyer,Expedited,2019-12-07,,
2019-12-03,59494,Delivered to buyer,Expedited,2019-12-05,,
2019-12-03,59495,Delivered to buyer,Standard,2019-12-09,,
2019-12-03,59496,Delivered to buyer,Standard,2019-12-08,,
2019-12-03,59497,At logistics facility,Standard,2019-12-09,DHL,
2019-12-03,59498,Delivered to buyer,Standard,2019-12-10,Easy Ship,
2019-12-03,59499,Cancelled,Standard,,,
2019-12-04,59500,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59501,Delivered to buyer,Standard,2019-12-12,,
2019-12-04,59502,Cancelled,Standard,,,
2019-12-04,59503,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59504,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59505,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59506,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59507,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59508,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59509,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59510,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59511,Delivered to buyer,Standard,2019-12-11,Quickshift Fulfillment,
2019-12-04,59512,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59513,Delivered to buyer,Standard,2019-12-12,,
2019-12-04,59514,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59515,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59516,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59517,Delivered to buyer,Standard,2019-12-09,Prozo,
2019-12-04,59518,Delivered to buyer,Standard,2019-12-09,Prozo,
2019-12-04,59519,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59520,Delivered to buyer,Standard,2019-12-12,,
2019-12-04,59521,Delivered to buyer,Standard,2019-12-09,Quickshift Fulfillment,
2019-12-04,59522,Cancelled,Expedited,,,
2019-12-04,59523,Delivered to buyer,Standard,2019-12-10,Prozo,
2019-12-04,59524,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59525,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59526,Delivered to buyer,Standard,2019-12-12,Prozo,
2019-12-04,59527,Delivered to buyer,Standard,2019-12-11,Prozo,
2019-12-04,59528,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59529,Delivered to buyer,Standard,2019-12-10,Shiprocket Fulfillment,
2019-12-04,59530,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59531,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59532,At logistics facility,Expedited,2019-12-07,,
2019-12-04,59533,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59534,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59535,Delivered to buyer,Standard,2019-12-09,Quickshift Fulfillment,
2019-12-04,59536,Delivered to buyer,Standard,2019-12-11,Quickshift Fulfillment,
2019-12-04,59537,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59538,Delivered to buyer,Standard,2019-12-11,Quickshift Fulfillment,
2019-12-04,59539,Delivered to buyer,Standard,2019-12-10,Easy Ship,
2019-12-04,59540,Delivered to buyer,Standard,2019-12-12,Shiprocket Fulfillment,
2019-12-04,59541,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59542,Delivered to buyer,Standard,2019-12-09,Shiprocket Fulfillment,
2019-12-04,59543,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59544,Delivered to buyer,Standard,2019-12-11,Quickshift Fulfillment,
2019-12-04,59545,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59546,Delivered to buyer,Standard,2019-12-12,Prozo,
2019-12-04,59547,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59548,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59549,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59550,Delivered to buyer,Standard,2019-12-10,DHL,
2019-12-04,59551,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59552,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59553,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59554,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59555,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59556,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-04,59557,Delivered to buyer,Standard,2019-12-12,,
2019-12-04,59558,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59559,Delivered to buyer,Standard,2019-12-11,Prozo,
2019-12-04,59560,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59561,Cancelled,Expedited,,,
2019-12-04,59562,Delivered to buyer,Standard,2019-12-09,Easy Ship,
2019-12-04,59563,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59564,Delivered to buyer,Standard,2019-12-11,Prozo,
2019-12-04,59565,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59566,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59567,Cancelled,Standard,,Shiprocket Fulfillment,
2019-12-04,59568,Returned,Expedited,2019-12-07,,
2019-12-04,59569,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59570,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59571,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59572,Delivered to buyer,Standard,2019-12-12,Prozo,
2019-12-04,59573,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59574,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59575,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59576,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59577,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59578,Delivered to buyer,Standard,2019-12-12,Shiprocket Fulfillment,
2019-12-04,59579,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59580,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59581,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59582,Cancelled,Expedited,,,
2019-12-04,59583,Cancelled,Standard,,Prozo,
2019-12-04,59584,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59585,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59586,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59587,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59588,Cancelled,Standard,,Prozo,
2019-12-04,59589,Delivered to buyer,Standard,2019-12-12,,
2019-12-04,59590,Delivered to buyer,Standard,2019-12-10,Shiprocket Fulfillment,
2019-12-04,59591,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59592,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59593,Delivered to buyer,Standard,2019-12-10,Prozo,
2019-12-04,59594,Delivered to buyer,Standard,2019-12-10,DHL,
2019-12-04,59595,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59596,Delivered to buyer,Standard,2019-12-10,Quickshift Fulfillment,
2019-12-04,59597,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-04,59598,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59599,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59600,Delivered to buyer,Standard,2019-12-12,Easy Ship,
2019-12-04,59601,Cancelled,Standard,,DHL,
2019-12-04,59602,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59603,Delivered to buyer,Standard,2019-12-10,DHL,
2019-12-04,59604,Delivered to buyer,Standard,2019-12-09,Quickshift Fulfillment,
2019-12-04,59605,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59606,Delivered to buyer,Standard,2019-12-09,Shiprocket Fulfillment,
2019-12-04,59607,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59608,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59609,Delivered to buyer,Standard,2019-12-12,Shiprocket Fulfillment,
2019-12-04,59610,Delivered to buyer,Standard,2019-12-12,DHL,
2019-12-04,59611,Delivered to buyer,Standard,2019-12-11,DHL,
2019-12-04,59612,Delivered to buyer,Standard,2019-12-09,DHL,
2019-12-04,59613,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59614,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59615,Delivered to buyer,Standard,2019-12-09,Shiprocket Fulfillment,
2019-12-04,59616,Cancelled,Standard,,Easy Ship,
2019-12-04,59617,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59618,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-04,59619,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59620,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59621,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59622,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59623,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59624,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59625,Delivered to buyer,Standard,2019-12-11,DHL,
2019-12-04,59626,Cancelled,Expedited,,,
2019-12-04,59627,Delivered to buyer,Standard,2019-12-09,DHL,
2019-12-04,59628,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59629,Returned,Standard,2019-12-12,DHL,
2019-12-04,59630,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59631,Delivered to buyer,Standard,2019-12-11,Easy Ship,
2019-12-04,59632,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59633,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59634,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59635,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59636,Delivered to buyer,Standard,2019-12-12,,
2019-12-04,59637,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59638,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59639,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59640,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59641,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59642,Delivered to buyer,Standard,2019-12-10,,
2019-12-04,59643,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59644,Cancelled,Expedited,,,
2019-12-04,59645,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59646,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59647,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59648,Cancelled,Expedited,,,
2019-12-04,59649,Cancelled,Standard,,Shiprocket Fulfillment,
2019-12-04,59650,Returned,Standard,2019-12-12,,
2019-12-04,59651,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59652,Delivered to buyer,Standard,2019-12-10,Easy Ship,
2019-12-04,59653,Delivered to buyer,Standard,2019-12-11,Prozo,
2019-12-04,59654,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59655,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59656,Delivered to buyer,Standard,2019-12-12,Shiprocket Fulfillment,
2019-12-04,59657,Delivered to buyer,Standard,2019-12-09,Prozo,
2019-12-04,59658,Cancelled,Standard,,Easy Ship,
2019-12-04,59659,Cancelled,Standard,,Quickshift Fulfillment,
2019-12-04,59660,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59661,Cancelled,Standard,,,
2019-12-04,59662,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59663,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59664,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59665,Delivered to buyer,Standard,2019-12-11,Quickshift Fulfillment,
2019-12-04,59666,Delivered to buyer,Standard,2019-12-10,DHL,
2019-12-04,59667,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59668,Cancelled,Standard,,Quickshift Fulfillment,
2019-12-04,59669,Cancelled,Expedited,,,
2019-12-04,59670,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59671,Delivered to buyer,Standard,2019-12-10,Quickshift Fulfillment,
2019-12-04,59672,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59673,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59674,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59675,Delivered to buyer,Standard,2019-12-12,Quickshift Fulfillment,
2019-12-04,59676,Delivered to buyer,Standard,2019-12-11,,
2019-12-04,59677,Delivered to buyer,Standard,2019-12-09,,
2019-12-04,59678,Delivered to buyer,Standard,2019-12-10,DHL,
2019-12-04,59679,Delivered to buyer,Expedited,2019-12-06,,
2019-12-04,59680,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59681,Delivered to buyer,Expedited,2019-12-07,,
2019-12-04,59682,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59683,Delivered to buyer,Expedited,2019-12-08,,
2019-12-04,59684,Returned,Standard,2019-12-12,,
2019-12-04,59685,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59686,Cancelled,Expedited,,,
2019-12-05,59687,Delivered to buyer,Standard,2019-12-11,Easy Ship,
2019-12-05,59688,Cancelled,Standard,,,
2019-12-05,59689,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59690,Delivered to buyer,Standard,2019-12-12,Easy Ship,
2019-12-05,59691,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59692,Cancelled,Standard,,Quickshift Fulfillment,
2019-12-05,59693,Cancelled,Expedited,,,
2019-12-05,59694,Cancelled,Expedited,,,
2019-12-05,59695,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59696,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59697,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59698,Cancelled,Standard,,,
2019-12-05,59699,Delivered to buyer,Standard,2019-12-12,,
2019-12-05,59700,Delivered to buyer,Standard,2019-12-12,Quickshift Fulfillment,
2019-12-05,59701,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59702,Delivered to buyer,Standard,2019-12-12,DHL,
2019-12-05,59703,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59704,Delivered to buyer,Standard,2019-12-12,DHL,
2019-12-05,59705,Cancelled,Standard,,Easy Ship,
2019-12-05,59706,Delivered to buyer,Standard,2019-12-13,Quickshift Fulfillment,
2019-12-05,59707,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59708,Delivered to buyer,Standard,2019-12-11,,
2019-12-05,59709,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59710,Delivered to buyer,Standard,2019-12-11,,
2019-12-05,59711,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59712,Delivered to buyer,Standard,2019-12-10,Prozo,
2019-12-05,59713,Cancelled,Standard,,,
2019-12-05,59714,Shipping,Expedited,2019-12-09,,
2019-12-05,59715,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59716,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59717,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59718,Delivered to buyer,Standard,2019-12-10,Prozo,
2019-12-05,59719,Delivered to buyer,Standard,2019-12-13,,
2019-12-05,59720,Cancelled,Expedited,,,
2019-12-05,59721,Delivered to buyer,Standard,2019-12-10,Shiprocket Fulfillment,
2019-12-05,59722,Delivered to buyer,Standard,2019-12-13,DHL,
2019-12-05,59723,Delivered to buyer,Standard,2019-12-10,DHL,
2019-12-05,59724,Delivered to buyer,Standard,2019-12-13,,
2019-12-05,59725,Cancelled,Expedited,,,
2019-12-05,59726,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59727,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59728,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59729,Delivered to buyer,Standard,2019-12-11,,
2019-12-05,59730,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59731,Delivered to buyer,Standard,2019-12-13,,
2019-12-05,59732,Delivered to buyer,Standard,2019-12-10,,
2019-12-05,59733,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59734,Delivered to buyer,Standard,2019-12-12,,
2019-12-05,59735,Delivered to buyer,Standard,2019-12-10,,
2019-12-05,59736,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59737,Delivered to buyer,Standard,2019-12-13,,
2019-12-05,59738,Cancelled,Expedited,,,
2019-12-05,59739,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-05,59740,Delivered to buyer,Standard,2019-12-11,DHL,
2019-12-05,59741,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59742,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59743,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59744,Delivered to buyer,Standard,2019-12-12,Shiprocket Fulfillment,
2019-12-05,59745,Delivered to buyer,Standard,2019-12-10,DHL,
2019-12-05,59746,Cancelled,Standard,,Shiprocket Fulfillment,
2019-12-05,59747,Delivered to buyer,Standard,2019-12-13,Easy Ship,
2019-12-05,59748,Delivered to buyer,Standard,2019-12-11,Easy Ship,
2019-12-05,59749,Delivered to buyer,Standard,2019-12-10,Easy Ship,
2019-12-05,59750,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59751,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59752,Delivered to buyer,Standard,2019-12-11,Easy Ship,
2019-12-05,59753,Delivered to buyer,Standard,2019-12-10,,
2019-12-05,59754,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59755,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59756,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59757,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59758,Cancelled,Expedited,,,
2019-12-05,59759,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-05,59760,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59761,Cancelled,Expedited,,,
2019-12-05,59762,Cancelled,Expedited,,,
2019-12-05,59763,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59764,Delivered to buyer,Standard,2019-12-12,,
2019-12-05,59765,Delivered to buyer,Standard,2019-12-13,Easy Ship,
2019-12-05,59766,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59767,Delivered to buyer,Standard,2019-12-11,,
2019-12-05,59768,Delivered to buyer,Standard,2019-12-10,,
2019-12-05,59769,Cancelled,Standard,,DHL,
2019-12-05,59770,Cancelled,Expedited,,,
2019-12-05,59771,Delivered to buyer,Standard,2019-12-12,,
2019-12-05,59772,Cancelled,Expedited,,,
2019-12-05,59773,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59774,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59775,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59776,Delivered to buyer,Standard,2019-12-12,DHL,
2019-12-05,59777,Delivered to buyer,Standard,2019-12-11,DHL,
2019-12-05,59778,Cancelled,Standard,,Shiprocket Fulfillment,
2019-12-05,59779,Cancelled,Standard,,Shiprocket Fulfillment,
2019-12-05,59780,Delivered to buyer,Standard,2019-12-13,Easy Ship,
2019-12-05,59781,Delivered to buyer,Standard,2019-12-11,,
2019-12-05,59782,Cancelled,Standard,,DHL,
2019-12-05,59783,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59784,Delivered to buyer,Standard,2019-12-13,,
2019-12-05,59785,Delivered to buyer,Standard,2019-12-10,Shiprocket Fulfillment,
2019-12-05,59786,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59787,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59788,Cancelled,Expedited,,,
2019-12-05,59789,Delivered to buyer,Standard,2019-12-13,DHL,
2019-12-05,59790,Delivered to buyer,Standard,2019-12-10,,
2019-12-05,59791,Delivered to buyer,Standard,2019-12-10,Easy Ship,
2019-12-05,59792,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59793,Delivered to buyer,Standard,2019-12-12,Shiprocket Fulfillment,
2019-12-05,59794,Delivered to buyer,Standard,2019-12-13,Shiprocket Fulfillment,
2019-12-05,59795,Delivered to buyer,Standard,2019-12-12,DHL,
2019-12-05,59796,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59797,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-05,59798,Delivered to buyer,Standard,2019-12-10,,
2019-12-05,59799,Delivered to buyer,Standard,2019-12-12,,
2019-12-05,59800,Delivered to buyer,Standard,2019-12-11,DHL,
2019-12-05,59801,Delivered to buyer,Expedited,2019-12-07,,
2019-12-05,59802,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59803,Delivered to buyer,Expedited,2019-12-08,,
2019-12-05,59804,Cancelled,Expedited,,,
2019-12-05,59805,Delivered to buyer,Standard,2019-12-13,Shiprocket Fulfillment,
2019-12-05,59806,Cancelled,Expedited,,,
2019-12-05,59807,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-05,59808,Delivered to buyer,Standard,2019-12-12,DHL,
2019-12-05,59809,Delivered to buyer,Standard,2019-12-12,,
2019-12-05,59810,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59811,Delivered to buyer,Standard,2019-12-10,,
2019-12-05,59812,Delivered to buyer,Standard,2019-12-11,Shiprocket Fulfillment,
2019-12-05,59813,Delivered to buyer,Standard,2019-12-13,Prozo,
2019-12-05,59814,Delivered to buyer,Expedited,2019-12-09,,
2019-12-05,59815,Delivered to buyer,Standard,2019-12-13,Prozo,
